,ID,title,description,Verified,subcount,viewcount,channel_name,date_uploaded,likes,dislikes,upvotes,rank,timestamp
47,Bw69QXyFmt4,Gather for the Short Nite Film Festival in Fortnite Party Royale!,Fortnite Presents Short Nite comes to the Big Screen in Party Royale on Feb 20 at 2 PM ET. Info: ,True,10400000.0,591295.0,Fortnite,16 Feb 2021,44854,808,0,48,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
48,H2tKigOPBU,Mars Rover Landing CRASH COURSE- 1 DAY LEFT!,"This will be cooler than the Super Bowl. Thanks to Bill and Melinda Gates for partnering with me on this video. Read the 2021 Annual Letter, here: ",True,16800000.0,6261772.0,Mark Rober,15 Feb 2021,395353,3802,0,49,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
49,J3bKwnP4ak,Marvel's Avengers WAR TABLE Deep Dive - Hawkeye,"Hawkeye's story brings us face to face with a possible future where all hope is lost. 

With his bow and sword at his side - and the help of the rest of the Avengers - Clint must stop an invasion that would turn the world to ruin. Operation: Hawkeye - Future Imperfect will be available on March 18! ",True,0.0,76031.0,Marvel's Avengers,16 Feb 2021,3553,377,0,50,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
50,KF8I09WBtEI,SIDEMEN TINDER IN REAL LIFE 3,Chunkz: ,True,10800000.0,17442082.0,Sidemen,7 Feb 2021,995310,9406,0,51,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
51,_uwNDiU04zE,Press Subscribe For $.10,"Subscribe and I'll Donate $0.10 To Charity
Play Rogue Company FREE today! ",True,53600000.0,19970000.0,MrBeast,13 Feb 2021,1731586,13100,0,52,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
52,WbHGtGSwoGA,Central Cee - Commitment Issues [Music Video],📀 Pre-order Wild West: ,True,73900.0,1653456.0,Central Cee,Premiered on 11 Feb 2021,74365,678,0,53,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
53,zzd4ydafGR0,Lil Tjay - Calling My Phone (feat. 6LACK) [Official Video],"Official audio for ""Calling My Phone"" by Lil Tjay featuring 6LACK. 

Listen & Download “Calling My Phone” by out now: ",True,2820000.0,9687869.0,Lil Tjay,Premiered on 12 Feb 2021,640620,6356,0,54,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
54,q6X6alZ3,Ariana Grande - 34+35 Remix (feat. Doja Cat and Megan Thee Stallion) (Official Video),The official “34+35 Remix” music video by Ariana Grande feat. Doja Cat and Megan Thee Stallion. Listen & download here: ,True,47000000.0,23754888.0,Ariana Grande,Premiered on 12 Feb 2021,1504909,37757,0,55,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
55,Qcguapz5YuY,Jordan - Daily Duppy | GRM Daily,"🎹 PROD: Mikey Joe & @jesterbeatss

🚨 SUBSCRIBE: ",True,3660000.0,965947.0,GRM Daily,Premiered on 12 Feb 2021,32153,907,0,56,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
56,M-Bja2Gy04,Zack Snyder's Justice League | Official Trailer | HBO Max,"In Zack Snyder's Justice League, determined to ensure Superman’s (Henry Cavill) ultimate sacrifice was not in vain, Bruce Wayne (Ben Affleck) aligns forces with Diana Prince (Gal Gadot) with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions. The task proves more difficult than Bruce imagined, as each of the recruits must face the demons of their own pasts to transcend that which has held them back, allowing them to come together, finally forming an unprecedented league of heroes. Now united, Batman (Affleck), Wonder Woman (Gadot), Aquaman (Jason Momoa), Cyborg (Ray Fisher), and The Flash (Ezra Miller) may be too late to save the planet from Steppenwolf, DeSaad, and Darkseid and their dreadful intentions.

Subscribe: ",True,551000.0,17751641.0,HBO Max,14 Feb 2021,471300,14869,0,57,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
57,9rhadTURsr,The Weeknd’s FULL Pepsi Super Bowl LV Halftime Show,"The Weeknd performs at the Super Bowl LV Pepsi Halftime Show.

Subscribe to NFL: ",True,7720000.0,27951332.0,NFL,8 Feb 2021,1109135,57016,0,58,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
58,ZquDW-b1A7g,Digga D x AJ Tracey - Bringing It Back,Digga D x AJ Tracey - Bringing It Back,True,167000.0,4417947.0,Digga D TV,Premiered on 4 Feb 2021,136939,968,0,59,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
59,q26a93iES3E,SIDEMEN GUESS THE SONG CHALLENGE!,• Sidemen: ,True,4830000.0,2919689.0,MoreSidemen,13 Feb 2021,191400,947,0,60,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
60,dFrfBEJfkj,SIDEMEN GUESS THE FAKE COUPLE,"Today the Sidemen attempt to find a fake couple!
👉🏻 Subscribe to our 2nd Channel: ",True,10800000.0,6171624.0,Sidemen,14 Feb 2021,388239,3099,0,61,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
61,Nl1PDCFTxFY,Abra Cadabra - Mixed Emotions (Official Video),Mixed Emotions EP Out Now On All Digital Platforms. ,True,0.0,506968.0,Abra Cadabra,Premiered on 14 Feb 2021,36215,226,0,62,Wed Feb 17 19:52:48 2021 to Wed Feb 17 21:08:47 2021
